350704,306504,0
69895,53182,0
201859,342881,0
234085,221165,0
72791,259315,0
295693,167946,0
74190,291949,0
54264,355892,0
386278,375879,0
304155,115815,0
320701,136014,0
339215,252316,0
336142,246346,0
76481,194711,0
391608,210425,0
371317,295269,0
349946,8210,0
145395,182689,0
262229,352229,0
327767,212678,0
228558,90972,0
50240,383901,0
345249,277108,0
43051,65970,0
51595,333027,0
186630,392916,0
303021,81569,0
372402,65106,0
310582,330965,0
275921,45737,0
7669,196616,0
180535,143071,0
314912,373947,0
228172,394451,0
124580,337021,0
47942,384716,0
64748,184002,0
218932,338553,0
117312,377286,0
60749,98087,0
370125,12658,0
391647,277547,0
225213,307136,0
392228,208617,0
28376,49869,0
381170,385460,0
399528,143965,0
379754,264629,0
247394,69224,0
340148,220803,0
295915,307698,0
238490,4050,0
150061,374712,0
397207,339984,0
172879,167867,0
68227,143296,0
184859,162444,0
398985,250071,0
54813,161518,0
83822,208816,0
359682,208639,0
360014,95295,0
302996,356988,0
352818,277096,0
222917,357729,0
49402,32743,0
1027,358120,0
192051,27557,0
19698,171939,0
259620,376075,0
110595,4186,0
277847,393599,0
21354,59498,0
234039,227895,0
25270,305750,0
353515,261700,0
167444,265061,0
120039,70753,0
324496,383389,0
173035,121624,0
328145,399584,0
354664,281317,0
382615,282102,0
185593,225656,0
208499,341129,0
370739,162532,0
269555,134168,0
169902,133140,0
993,253321,0
76928,341173,0
32189,382592,0
63403,192555,0
20712,82783,0
73695,166627,0
391888,116191,0
69056,288806,0
232557,60152,0
354949,309098,0
199340,375655,0
238887,263976,0
250607,85645,0
239800,126696,0
187048,365713,0
38524,396014,0
119419,293490,0
52781,220905,0
361101,233780,0
174391,190871,0
92039,388448,0
270199,208038,0
112143,14533,0
22284,249552,0
199966,258009,0
345575,239712,0
166198,50637,0
158280,325045,0
260348,277494,0
266547,37990,0
18561,129617,0
173328,102423,0
100438,259322,0
108279,375222,0
262708,86783,0
145262,88201,0
309365,363986,0
324224,347528,0
44477,376993,0
89058,240899,0
144717,352497,0
79867,24318,0
220106,289543,0
24119,23366,0
342589,273464,0
137416,142925,0
100346,314508,0
162441,202800,0
76957,215203,0
329092,341884,0
129146,225288,0
24603,332269,0
224675,352597,0
324203,119066,0
303050,356837,0
204637,102791,0
344761,65409,0
233674,147077,0
12182,15554,0
175768,162579,0
219511,113699,0
187857,40774,0
135239,4160,0
326779,142371,0
229128,275143,0
302481,314102,0
267202,253317,0
158270,202726,0
277454,355245,0
209415,197739,0
341474,140074,0
209234,325609,0
102910,337628,0
119963,143624,0
187835,186702,0
138112,141076,0
178313,314671,0
356680,216444,0
120642,384511,0
72775,93187,0
142986,206987,0
267304,213530,0
372285,134946,0
105496,247551,0
352826,91690,0
43162,366212,0
179073,329989,0
318613,153799,0
92920,113107,0
67376,56437,0
353800,87915,0
329437,175471,0
86271,159153,0
136581,55063,0
248428,236704,0
59621,232525,0
255196,226510,0
317230,203435,0
180977,102431,0
281168,160121,0
150609,367376,0
370544,42186,0
192346,285561,0
84017,111912,0
149151,193673,0
86156,365763,0
146625,323137,0
173984,273754,0
269944,39850,0
175806,65142,0
296106,57074,0
270109,284910,0
195599,39859,0
164670,41941,0
366291,330782,0
218266,313013,0
389731,88926,0
269969,139535,0
196150,322873,0
157487,31410,0
150122,151772,0
14913,230470,0
183292,329934,0
302533,140488,0
134531,78245,0
196651,118553,0
60111,265353,0
250075,306223,0
311015,11937,0
304752,144558,0
246299,82101,0
176558,386159,0
53674,298337,0
218878,137431,0
345671,4958,0
394581,188776,0
283119,289369,0
56272,243499,0
342018,91069,0
139812,69574,0
338320,271225,0
110787,45836,0
80372,227361,0
206045,305711,0
45753,273892,0
155163,385081,0
39802,347442,0
185784,306781,0
80443,246896,0
141784,78534,0
2506,321277,0
81215,81196,0
132333,259189,0
262704,293476,0
249227,226902,0
319983,76340,0
169387,198322,0
228230,365203,0
68243,356467,0
39890,8216,0
127375,265468,0
187789,21019,0
324908,259565,0
316510,293091,0
399322,288554,0
220359,279265,0
161752,333752,0
378443,179790,0
214106,130964,0
254958,198875,0
259071,216435,0
158191,122198,0
87955,57341,0
370444,125403,0
215274,37446,0
143954,323031,0
123159,337003,0
66758,66058,0
341664,247755,0
19661,199868,0
155102,194418,0
119567,272909,0
265396,277316,0
262401,221044,0
391873,15887,0
94014,241627,0
366697,188826,0
173488,86568,0
94542,20663,0
103165,7489,0
120490,274097,0
56792,30260,0
120406,273958,0
242148,331637,0
116476,189133,0
297337,253646,0
265849,259159,0
65836,241461,0
7081,228406,0
71758,365441,0
223761,227322,0
201486,344648,0
30646,241234,0
239589,59193,0
66787,170693,0
137414,341113,0
73821,21153,0
275903,126598,0
188466,103115,0
234948,266936,0
75551,220825,0
84951,348425,0
284111,357100,0
318535,277073,0
283086,221732,0
197026,52621,0
90019,270304,0
124599,338428,0
382844,358748,0
204121,221578,0
103638,76073,0
230031,299155,0
131295,184969,0
156219,32312,0
156668,221414,0
225810,14119,0
37624,171247,0
368171,56569,0
155291,363649,0
78616,125627,0
181943,119702,0
226597,11963,0
79544,73442,0
29880,221302,0
345309,14937,0
83250,4911,0
194550,146153,0
138065,69979,0
119423,357556,0
371462,294611,0
350402,33956,0
226932,102189,0
97863,207140,0
394806,363516,0
161796,131033,0
132123,214639,0
393903,291209,0
322134,183913,0
262412,358550,0
244417,179186,0
23772,278912,0
116300,394080,0
165749,34797,0
318625,23127,0
148614,277287,0
231146,206841,0
116565,236456,0
374631,363218,0
217704,127380,0
255677,162355,0
5520,254501,0
371957,289017,0
329179,167856,0
377953,232489,0
351674,363297,0
255210,108726,0
156617,365863,0
178399,236750,0
152922,259282,0
82179,388368,0
302523,366327,0
86334,8511,0
221272,252840,0
136690,298988,0
205850,279118,0
372466,93848,0
360396,222956,0
238547,202446,0
169212,46219,0
110445,276968,0
204103,337353,0
239417,199227,0
3689,202766,0
102518,355360,0
19748,283261,0
37800,61826,0
154274,153484,0
76668,324215,0
362172,136335,0
289535,78812,0
85146,95253,0
200509,266351,0
36697,338285,0
143089,73470,0
246323,345411,0
242382,225564,0
193843,337975,0
279710,355611,0
50428,318332,0
98202,263981,0
129147,121430,0
62777,14148,0
223489,286750,0
269795,328193,0
178375,388530,0
82098,44552,0
19917,71362,0
30548,103073,0
209988,398173,0
281357,74506,0
317593,92787,0
154374,226660,0
317088,216580,0
304041,115837,0
171242,166760,0
339030,56450,0
290263,2043,0
242467,126514,0
185876,113848,0
60872,325115,0
37143,68880,0
131151,9887,0
45069,101691,0
255238,81473,0
2041,293377,0
319816,363522,0
282739,116372,0
194984,230903,0
176318,273825,0
320306,243663,0
17417,397524,0
29845,259357,0
179277,374516,0
55355,12991,0
248651,307113,0
44602,323060,0
269630,338132,0
67424,356342,0
368170,29250,0
73195,374087,0
305414,165329,0
3224,176577,0
69055,27372,0
79201,33957,0
378608,90568,0
220273,192713,0
219305,273955,0
76986,221466,0
211795,270350,0
377089,259163,0
233670,180694,0
161122,122404,0
239772,162589,0
325647,18566,0
164432,332996,0
208274,148860,0
195628,230902,0
267767,113479,0
249823,307435,0
103627,172502,0
125649,221406,0
399128,81461,0
266841,133340,0
362569,316697,0
83915,250650,0
83714,38274,0
398761,119288,0
47044,71987,0
85503,217675,0
238788,314940,0
391603,186313,0
357193,330554,0
147994,299381,0
76782,84373,0
229123,226667,0
177712,47281,0
251314,141092,0
90050,58229,0
130999,322921,0
201825,24218,0
339119,106430,0
263296,230490,0
49891,291561,0
246050,194022,0
176948,8320,0
334995,340484,0
261761,24655,0
111249,328132,0
29352,375687,0
249128,243168,0
388049,274092,0
68597,249791,0
59819,204997,0
10867,212134,0
116305,48496,0
12261,299927,0
343257,66816,0
190070,30610,0
287684,315330,0
111258,180812,0
111949,59960,0
178602,145614,0
391769,270221,0
353999,242678,0
76048,267171,0
214111,2721,0
180964,348879,0
229597,110550,0
200100,73696,0
39128,259187,0
214787,295281,0
379272,394749,0
359980,321272,0
275161,65281,0
135780,80929,0
141753,199986,0
392207,234292,0
161497,90133,0
118802,337735,0
28998,381631,0
320158,360387,0
377496,226444,0
283471,325880,0
59713,309583,0
351001,15143,0
30503,397259,0
312502,90902,0
301507,329981,0
381267,283122,0
219544,163594,0
159475,121057,0
381283,148833,0
64841,126180,0
115620,123680,0
271743,330445,0
99157,247047,0
58804,558,0
283858,197177,0
254358,149260,0
216890,292427,0
211087,207477,0
380400,99385,0
173952,232878,0
70693,84224,0
229777,139629,0
169511,110445,0
286684,53150,0
305030,341935,0
233077,249014,0
130843,203200,0
336507,16211,0
44367,123838,0
329386,279651,0
311838,218402,0
106446,284830,0
325489,48867,0
163710,75476,0
283461,388100,0
354919,56127,0
152394,10208,0
76774,136499,0
353158,226452,0
263342,116156,0
239429,67782,0
318812,230695,0
380484,256310,0
183247,183857,0
123834,82309,0
276892,63777,0
178635,373293,0
78448,69768,0
84003,353503,0
334994,168052,0
42155,321299,0
91690,171930,0
391395,164734,0
396279,299671,0
289424,164097,0
85730,365658,0
3922,190712,0
150146,300202,0
233675,16748,0
315,376701,0
100765,321491,0
386462,185029,0
67383,260785,0
333187,203377,0
165700,119044,0
327702,115603,0
177471,76197,0
37866,225362,0
92523,288467,0
259643,40630,0
205331,222073,0
98896,256318,0
281459,388219,0
182152,66677,0
345511,264062,0
54383,48343,0
160840,194451,0
269493,213410,0
155077,147503,0
206433,88361,0
297317,59633,0
788,211631,0
270012,273652,0
124242,61437,0
178638,338127,0
131473,254905,0
316963,4082,0
74867,279041,0
163909,394924,0
125975,148621,0
387624,127526,0
76947,341681,0
24106,221475,0
58790,185998,0
89675,258634,0
14202,253286,0
94338,4183,0
382316,364572,0
296572,168665,0
125868,169394,0
328182,208875,0
31121,366029,0
129916,322389,0
185385,263811,0
107496,136053,0
56800,106418,0
108899,216430,0
250083,102549,0
107328,4657,0
283480,176577,0
284405,7456,0
111298,261320,0
267238,202065,0
264720,225811,0
386225,156096,0
40067,16712,0
129580,170688,0
183262,175268,0
334101,306773,0
187721,230954,0
132892,312921,0
386874,179370,0
70162,375619,0
68240,197182,0
21119,64934,0
206165,65977,0
105427,397093,0
160652,350010,0
358118,349464,0
227742,159881,0
178500,116320,0
251657,278169,0
20589,347216,0
284136,56637,0
79610,221955,0
309742,181277,0
144768,335367,0
79812,300863,0
96285,50846,0
342023,226456,0
325162,198506,0
178399,48884,0
283870,122983,0
209045,346552,0
84988,363721,0
290427,106334,0
109574,364689,0
5045,166983,0
342983,291247,0
371742,158975,0
192352,157494,0
39998,4171,0
336337,80928,0
130297,321803,0
